<<<<<<< HEAD
,Date,News
181,2018-07-01,"the case of the purloined poultry: how isis prosecuted petty crime in hollywood-style jailbreak, french convict flees prison in yemen, a pause in fighting raises hopes for peace talks ‘merci madame’: simone veil is honored with panthéon burial in a corruption battle in honduras, the elites hit back trump’s travel ban: how it works and who is affected ‘play it again, issam’: in casablanca, a cafe is still a cafe overloaded bus plunges into gorge in india, killing dozens 10 family members are found hanged in home near new delhi thousands protest in hong kong on anniversary of handover to china"
182,2018-07-02,"mexico delivers another defeat to the status quo in latin america mexico’s president-elect on trump trump warns nato allies to spend more on defense, or else russia relaxes, for a moment, to let soccer fans rejoice she was declared dead and moved to the morgue. then she was heard breathing. youth soccer team found in cave in thailand malta cracks down on a humanitarian ship that carried migrants couple is charged in plot to bomb iranian opposition rally in france bomb rattles an afghan minority so small ‘no one is a stranger’ u.s. softens demand that countries stop all iran oil imports"
183,2018-07-03,"poland purges supreme court, and protesters take to streets mining tycoon, once brazil’s richest man, is sentenced to 30 years in prison monsoon flooding kills 6 in pakistani city  killing of african giraffe sets off anger at ‘white american savage’ who shot it why new zealand is furious about australia’s deportation policy israel penalizes palestinians for payments to prisoners and ‘martyrs’ austria could be the next e.u. country to tighten its borders germany’s europe-shaking political crisis over migrants, explained mayor is gunned down in philippines, the second in 2 days sri lankan lawmakers target reporters in times investigation"
184,2018-07-04,"al qaeda-backed terrorist group has a new target: plastic bags migration deal rescued merkel’s government. now, she must save the pact. french police killing unleashes familiar riots and recrimination ‘have you no shame?’ myanmar is flogged for violence against rohingya 2 in u.k. exposed to novichok, nerve agent that sickened ex-spy u.k. ‘heat wave’? irish ‘drought’? unfamiliar words for unfamiliar times on brexit, it’s decision time for theresa may (and for her critics) great barrier reef imperiled as heat worsens die-offs, experts say philippines deports american missionary over ‘political activity’ same-sex couples entitled to equal visa rights, hong kong court says"
185,2018-07-05,"israel’s secret operation to recover the watch of a legendary spy english city, stunned, tries to make sense of new poisonings polish crisis deepens as judges condemn their own court yad vashem rebukes israeli and polish governments over holocaust law trump and putin will meet one-on-one in finland, officials say for europe, cutting the flow of migrants challenges basic ideals record-smashing heat wave kills 33 in quebec more remains found near home used by suspected canadian serial killer proof of children’s vaccinations? italy will now take parents’ word for it 2 poisonings, a killing and a diplomatic crisis: the novichok case"
186,2018-07-06,"what to know about the trapped thai boys picking berries, playing cards, jumping in the bay: the canada letter trudeau denies groping reporter but says accuser might have felt uncomfortable truck driver is charged in canada bus crash that killed hockey players theresa may secures cabinet agreement over brexit plan why europe could melt down over a simple question of borders ‘fraternité’ brings immunity for migrant advocate in france the man they call ‘germany’s trump’ border patrol stops canadian fishermen in disputed waters off maine mexico town’s identity was defined by 1 party. then, the people turned on it."
187,2018-07-07,"elon musk thinks a mini-submarine could help in thai cave rescue egypt sentences lebanese tourist to 8 years in prison for facebook video ‘insider attack’ kills u.s. service member in afghanistan saving turtles in bali, egg by precious egg a week after novichok exposure, 2 britons’ lives hang in the balance when a baby is an everyday reminder of rohingya horror this italian town once welcomed migrants. now, it’s a symbol for right-wing politics japan reels from heavy rains; dozens killed and millions urged to evacuate plan to exhume franco renews spain’s wrestle with history north korea criticizes ‘gangster-like’ u.s. attitude after talks with mike pompeo"
188,2018-07-08,"dawn sturgess, british woman poisoned by novichok, dies jacob zuma’s son facing charges in bribery scandal many still missing as record rainfall floods japan four underground rescue efforts that riveted the world legal marijuana is coming to canada. investors catch the buzz. judge orders brazil to release ex-president lula, setting off legal uproar thai soccer team is rescued, and ‘everybody is happy’ in colombian death ranch case, some fear prosecution will be buried 4 team members are out of thailand cave, with 9 to go 3 youtube travel adventurers die in waterfall accident in canada"
189,2018-07-09,"ethiopia and eritrea declare an end to their war erdogan begins new term and names his son-in-law finance minister unable to stop flaming kites, israel moves to choke off gaza commerce trump poised to enter nato meeting as wild card among allies france’s macron defends his business-friendly stance on brief visit, pompeo says u.s. is afghanistan’s ‘enduring partner’ britain suggests russia is behind latest nerve agent case where trump goes in britain, protesters will follow iran’s shaming of young dancer draws backlash romanian prosecutor who took on entrenched corruption is fired"
190,2018-07-10,"taliban opponent in pakistan killed by bomb as he campaigns how rescuers in a thai cave pulled off the impossible world cup brings england together at a time of division south sudan forces killed and raped hundreds in brutal campaign, u.n. says elon musk defends his rejected mini-sub plan for thai cave india’s supreme court considers decriminalizing gay sex in homecoming for nigerians who fled boko haram, all that’s missing is ‘home’ trump derides nato as ‘obsolete.’ baltic nations see it much differently. was this powerful chinese empress a feminist trailblazer? as trump criticizes nato, e.u. leader warns: you ‘won’t have a better ally’"
191,2018-07-11,"raqqa was the capital of isis. can it ever be home again? trump targets germany at nato summit after 20 years of silence, strangers in ethiopia and eritrea call to say hello trump presses nato on military spending, but signs its criticism of russia bbc closes gender pay gap, but men are still its 12 highest-paid stars memories lost and futures on hold: a look inside a camp for syria’s displaced trump vs. merkel: blistering salvo meets quiet rejoinder germany imports gas from russia. but is it a ‘captive’? how germany won freedom for the widow of china’s most famous dissident suicide bombing on afghan education department kills 12"
192,2018-07-12,"netanyahu says putin agreed to restrain iran in syria in troubled cameroon, u.s. envoy is accused of election meddling as may’s government teeters over brexit, trump gives it a shove british roll out trump’s political idol: winston churchill thai navy may put elon musk’s mini-submarine to use. one day. scenes from the trump protests in london trump cites ‘great progress’ in north korea nuclear talks ex-catalonia leader can be extradited, but not on the charge spain wants north koreans are no-shows at meeting to discuss u.s. soldiers’ remains trump: ‘i believe in nato’"
193,2018-07-13,"from truman to trump, queen elizabeth has met 12 u.s. presidents when it comes to nato, do actions count more than budgets?: the canada letter u.n. agrees on migration pact, but u.s. is conspicuously absent nawaz sharif is arrested on return to pakistan, amid turmoil and bloodshed u.n. imposes arms embargo on south sudan as atrocities go unabated g.r.u., russian spy agency cited by mueller, casts a long shadow video of afghan forces abusing detainees emerges as protests simmer amid the trumpian chaos, europe sees a strategy: divide and conquer trump meets queen elizabeth at windsor castle ‘small bottle’ of novichok found by police in u.k. victim’s home"
194,2018-07-14,"french president to meet russian leader a day ahead of trump two student protesters killed in nicaragua church siege 2 killed in gaza, 4 wounded in israel, in most intense fighting since 2014 war embattled russia finds unlikely ally: english soccer fans in india, a missing key to a temple’s treasure vault ignites a furor 8 critically endangered black rhinos die in kenya death toll in pakistan suicide bombing rises to 128 at summit meetings, kremlin often tried to steamroller u.s. presidents in trump’s u.k. visit, some see ‘infomercial’ for money-losing golf resort in town with little water, coca-cola is everywhere. so is diabetes."
195,2018-07-15,"from mind games to election hacking: russia’s trolling tactics explained white house orders direct taliban talks to jump-start afghan negotiations trump shakes the international order. could it break? u.k. poisoning inquiry turns to russian agency in mueller indictments man arrested in scotland after paraglider unfurls anti-trump banner ‘we are united’: france’s world cup win brings together a nation parks give cambridge a rural vibe. ‘but cows do it better.’ trump, on eve of putin meeting, calls e.u. a trade ‘foe’ theresa may says trump told her to ‘sue the e.u.’ in brexit talks just sitting down with trump, putin comes out ahead"
196,2018-07-16,"for putin, the ‘summit he has dreamed of for 18 years’ jailed reporter in myanmar challenges prosecution’s version of his arrest who is bill browder, kremlin foe singled out in putin’s offer? france’s world cup win is a ‘national relief’ after attacks and racial tension joint news conference by trump and putin: full video and transcript ‘i can’t breathe’: video of indigenous australian’s prison death stirs outrage how trump dodged questions about russian election meddling trump, at putin’s side, questions u.s. intelligence on 2016 election deported from u.s., and picking up pieces of a shattered dream full video: trump and putin speak"
197,2018-07-17,"iran takes u.s. to court over nuclear deal and reimposed sanctions putin jet trespassed in nato airspace on way to summit, estonia says transcript: obama’s speech defending democracy another ‘brexit’ bullet dodged: theresa may survives parliamentary test in russia, summit is seen as a triumph for putin north korea will transfer american remains in coming weeks, official says a besieged trump says he misspoke on russian election meddling obama warns of ‘strongman politics’ after trump’s meeting with putin australian housing costs rival new york’s, but boom may be ending live from beijing: a disappearing ‘saturday night live’"
198,2018-07-18,"iran says trump sought meeting with president 8 times at u.n. last year hungary pulls out of u.n. global migration agreement ‘i can’t breathe’: video shows indigenous australian’s prison death british man convicted of plotting attack on theresa may europe and asia move to bolster global systems that trump has attacked turkey resists pressure to release american pastor from jail iran calls israel’s reported theft of nuclear trove ‘laughably absurd’ the town at the heart of nicaragua’s opposition movement inside nicaragua’s protest movement spanish sub’s new problem: once too heavy, now it can’t fit in dock"
199,2018-07-19,"inside that black sarcophagus in egypt? 3 mummies (and no curses) montenegro: what to know about the tiny nato ally trump slighted american accused of being isis fighter in syria faces prosecution in u.s. a cobra strikes. a magician is stricken. middle eastern foes unite. mugabe has left, but his legacy haunts zimbabwe’s election tensions escalate between greece and russia, with macedonia in the middle spanish judge drops pursuit of puigdemont, catalonia separatist leader heat wave scorches sweden as wildfires rage in the arctic circle u.k. supermarket to have ‘quieter hour’ for people with autism china is a climate leader but still isn’t doing enough on emissions, report says"
200,2018-07-20,"israel cements right-wing agenda in a furious week of lawmaking inside the great traveling circus of the tour de france: the canada letter pompeo, at u.n., says north korean leader must keep vow to denuclearize insider attack in afghanistan exposes risks for advisers at center of trump strategy israel launches broad air assault in gaza following border violence british man poisoned by novichok is released from hospital isolated indigenous man filmed in the amazon russian ‘flash mob’ urges u.s. to free maria butina u.k. is using children as undercover spies, report says tribe’s lone survivor glimpsed in amazon jungle, healthy and at work"
201,2018-07-21,"australians protest five years of offshore detention policy russia seeks release of woman accused of being covert agent hamas and israel are in a perilous cycle. is war a miscalculation away? military’s influence casts a shadow over pakistan’s election around the world, readers react to shifting u.s. alliances brazil’s military strides into politics, by the ballot or by force a new battle for guadalcanal, this time with china margaret thatcher and her teddy bears: inside the private files rafting across a mexico river to make a living, and remake a life attacks on roma force ukraine to confront an old ethnic enmity"
202,2018-07-22,"israel picks identity over democracy. more nations may follow. in south africa’s ‘mafia-like’ taxi industry, 11 die in latest attack nicaragua clergy, siding with protesters, becomes ‘terrible enemy’ of ortega a white flash, a horrible boom. now pakistan worries: is it safe to vote? accused of rape and torture, exiled afghan vice president returns spain’s popular party elects pablo casado, a hard liner, to replace rajoy russia, accused of faking news, unfurls its own ‘fake news’ bill israel aids evacuation from syria of hundreds of ‘white helmets’ and families in first lady’s hometown in slovenia, the business is melania"
203,2018-07-23,"should we be anticipating war with iran? no, but it could get nasty court orders u.a.e. to let expelled qataris back in macron’s image and an ex-aide give critics plenty of ammunition mesut ozil’s exit from german soccer team stokes debate on integration wave after wave of garbage hits the dominican republic two killed in toronto shooting ‘your concern is human rights, mine is human lives,’ duterte says in fiery speech pakistan election day bombing kills dozens violence is down in pakistan’s premier city. so why are its voters so angry? temperature hits record high in japan as nation withers"
204,2018-07-24,"novichok was in a perfume bottle, u.k. victim says thousands displaced by laos dam collapse as wildfires burn in greece, ‘despair and death everywhere’ this european border is still open. but for how long? cricket star. sex symbol. prime minister? it may be imran khan’s time. boys freed from thai cave enter monkhood to honor fallen rescuer chinese billionaire is named as party host in australian sexual assault case israel downs syrian fighter jet over golan heights laos dam collapse leaves hundreds missing and homes washed away in greece, wildfires kill dozens, driving some into the sea"
205,2018-07-25,"iran’s top banker is dismissed in shake-up as u.s. sanctions take a toll imran khan, former cricket star, pulls into lead in pakistan’s vote count u.n. palestinian agency will trim 267 jobs, citing u.s. funding cut shootings on video in cameroon ‘may not be isolated cases,’ u.n. fears in aftermath of greek fires, suspicion combines with grief and recrimination andrew brunson, u.s. pastor, moved to house arrest in turkey in japan, deadly heat wave tests endurance of even the most stoic does kit kat’s shape deserve a trademark? e.u. adds a hurdle. divorce on demand? in u.k., it’s not quite that simple swedish activist tries to stop deportation of afghan man"
206,2018-07-26,"despite egypt’s dismal human rights record, u.s. restores military aid iranian general locks horns with trump, escalating threat-filled feud hundreds died in syrian custody, government acknowledges russia promises to end prison torture. u.n. experts are unconvinced. a #metoo reckoning in china’s workplace amid wave of accusations an iranian general’s message to trump as a dam rises in ethiopia, its manager is found dead trump threatens sanctions against turkey over detained pastor imran khan’s victory speech: a call to ‘take care of our poor people’ u.k.’s jewish papers denounce labour party as ‘existential threat’"
207,2018-07-27,"ontario’s premier flexes his muscle by shrinking toronto’s government act of defiance casts harsh light on europe’s deportations of asylum seekers woman gets five-year prison sentence on charges of abducting her children what’s left in laos after a massive dam collapsed violence is not the new normal: the canada letter arson is suspected in deadly fires in greece, government says insecurity shadows mali’s president. it may also help him get re-elected. ‘they spit when i walked in the street’: the ‘new anti-semitism’ in france theater director returns to china with ‘liberating and cool’ vision ‘furnace friday:’ ill-equipped for heat, britain has a meltdown"
208,2018-07-28,"turkish school leader abducted, and released, in mongolia newest u.s. strategy in afghanistan mirrors past plans for retreat an 11-year-old girl is gang raped in india and blamed for it, too after pakistan’s heated election, key parties lend support to imran khan u.s. diplomats held face-to-face talks with taliban, insurgents say cardinal theodore mccarrick resigns amid sexual abuse scandal extremists kill 2 at afghan school for midwives, but students escape from a space station in argentina, china expands its reach in latin america facebook is failing to aid inquiry into ‘fake news,’ british lawmakers say go home, south korea tells workers, as stress takes its toll"
209,2018-07-29,"imran khan, as new leader, could help pakistan reshape its image polar bear shot and killed after attacking cruise ship guard deadly earthquake strikes tourist destination in indonesia as zimbabwe prepares to vote, robert mugabe resurfaces with a message ahed tamimi, palestinian teenager who slapped israeli soldier, is released from jail laos dam failure exposes cracks in a secretive government’s agenda on spain’s smartest streets, a property boom made in venezuela pet cremation: seeking ‘good afterlife’ for bangkok’s pampered dogs cambodia re-elects its leader, a result predetermined by one"
210,2018-07-30,"a short list of aviation’s most vexing disappearances isis says it killed 4 cyclists in tajikistan brexit plans raise fears of food shortages and jammed ports ahead of asia trip, business lobby gives pompeo an earful on trade war pope accepts resignation of australian archbishop for covering up sex abuse u.k. courts reduce their role in ending life support chinese parents protest bad vaccines for hundreds of thousands zimbabwe holds a peaceful vote, its first ballot since mugabe’s fall imran khan’s rivals in pakistan face another big loss as india clamps down on migration, millions may lose citizenship"
211,2018-07-31,"pakistan’s likely new leader could complicate afghan peace talks 3 russian journalists killed in central african republic video purports to show tajikistan attackers pledging allegiance to isis aeromexico plane crashes in mexico, but officials say everyone survived ordinary iranians on trump talks offer: ‘why not try the americans?’ catholic church faces reckoning in chile as sex abuse scandal widens they’re ‘blood brothers’ with israel’s jews. but druse call new law a betrayal. as china’s woes mount, xi jinping faces rare rebuke at home zimbabwe elections, mostly peaceful, bring voters out in droves thailand asks u.k. to extradite former leader yingluck shinawatra"
212,2018-08-01,"u.s. prepares to reduce troops and shed missions in africa last woman standing parisian woman confronted her harasser, and then he hit her, she says ‘god, come to our aid’: survivors describe mexico plane crash denmark’s ban on muslim face veil is met with protest u.s. imposes sanctions on turkish officials over detained american pastor deadly ebola strikes anew, a week after previous outbreak was extinguished zimbabwe protests turn violent as some call election a sham english freemasons open the door to transgender members in crown jewels heist in sweden, 2 thieves escape by speedboat"
213,2018-08-02,"the latest ebola outbreak is centered in a war zone saudis escalate siege of port in yemen, alarming aid groups zimbabwe elects mnangagwa, the man who ousted mugabe u.k. court can dissolve a muslim marriage, judge rules sweden’s tallest peak shrinks in record heat 3 foreign caterers are kidnapped and killed in afghanistan thousands of confiscated coffins and an exhumed corpse stoke fury in china grenfell tower is no longer a crime scene, police say fields medal is stolen minutes after it’s given in brazil a chinese activist was challenging xi on live tv. the police came to stop him."
214,2018-08-03,
215,2018-08-04,"venezuelan president targeted by drone attack, officials say turkey’s erdogan orders retaliatory sanctions against american officials a north korean defector’s tale of lies, blackmail and betrayal are isis fighters prisoners or honored guests of the afghan government? u.s. isn’t holding up its end of nuclear deal, north korean envoy charges protests pop up across iran, fueled by daily dissatisfaction south africa vows to end corruption. are its new leaders part of the problem? scorching summer in europe signals long-term climate changes imran khan’s first test: pakistan’s troubled economy the great miss on climate change: the canada letter"
216,2018-08-05,"2 blasts, a stampede and a ‘flying thing’: witnesses tell of attack on maduro students pour into dhaka’s streets to demand safer roads worries grow in singapore over china’s calls to help ‘motherland’ steven seagal appointed by russia as special envoy to the u.s. as ‘lula’ sits in brazil jail, party nominates him for president taiwan baseball? it’s ‘hot noisy,’ and ingrained in national identity video shows drone attack on maduro in venezuela vintage plane crashes in switzerland, killing all 20 on board anti-semitic graffiti scrawled on childhood home of elie wiesel in romania powerful indonesia earthquake kills at least 82"
217,2018-08-06,"venezuela is in crisis but its president might be stronger for it iran and its leaders brace for impact of new u.s. sanctions ohio teacher sets record for rowing alone across the atlantic violence intensifies as student protests spread in bangladesh indonesia earthquake survivor: there is ‘no house anymore’ dozens of dead in yemen, and blame pointing in both directions ‘there’s no law’: political crisis sends nicaraguans fleeing in kiki challenge, muddy indian farmers show world how to groove saudi arabia assails canada over rights criticism, sending message to west as hong kong clamps down, a tiny political party finds itself in the spotlight"
218,2018-08-07,"domestic abuse, shown blow by blow, shocks brazil in africa, mystery murders put spotlight on kremlin’s reach experimental ebola vaccine can be used in latest outbreak, w.h.o. says ‘no shame’: afghan general’s victory lap stuns a victim of rape buried in indonesia earthquake, he dug out with chunk of debris turkey cheers as erdogan takes on u.s. over sanctions from child’s abuse to the dark web: germans recoil at a mother’s role u.s. airstrike kills afghan forces amid battle with taliban talk of independence? not in a public building, ex-hong kong leader says a dream ended on a mountain road: the cyclists and the isis militants"
219,2018-08-08,"michelle bachelet, ex-president of chile, picked as next u.n. rights chief venezuela seeks arrest of opposition leader in drone episode an acclaimed photographer in bangladesh says he was tortured joseph kabila, congo strongman, will step down after 17 years in power u.s. to issue new sanctions on russia over skripals’ poisoning migrants walk off italy’s tomato fields, and into its immigration debate boris johnson, a ‘burqa storm’ and perhaps some populist calculations with alex jones, facebook’s worst demons abroad begin to come home poland’s most powerful man isn’t well. questions are swirling. saudi arabia escalates feud with canada over rights criticism"
220,2018-08-09,"they lost argentina’s abortion vote, but advocates started a movement israel and hamas trade blows again. was that a negotiating tactic? in uganda’s refugee camps, south sudanese children seek the families they’ve lost arrest of zimbabwe opposition leader raises fears of crackdown he’s 9, a chess prodigy and must leave the u.k., officials say saudi coalition airstrike hits school bus in yemen, killing dozens ruble tumbles as u.s. sets out new sanctions on russia north and south korea to discuss plans for a 3rd summit 3 ‘wild boars’ get thai citizenship, but statelessness is pervasive how the abortion debate is playing out in argentina"
221,2018-08-10,"u.n. panel confronts china over reports that it holds a million uighurs in camps were victims friend or foe? u.s. airstrike leads to new dispute with afghan allies a litany of grievances: how turkish-american relations deteriorated violence erupts as tens of thousands protest corruption in romania oil and new leadership raised hope in guyana. but political rifts are resurfacing. a year of violence sees brazil’s murder rate hit record high checkmate averted: u.k. reversal opens door for chess prodigy, 9, to stay put life in zimbabwe without mugabe: few jobs and little cash a closer look at the drone attack on maduro in venezuela how the drone attack on maduro unfolded in venezuela"
222,2018-08-11,"ecuador struggles to cope as venezuelans flood its borders burying ‘one child’ limits, china pushes women to have more babies amid europe’s heat wave, rare flamingos lay first eggs in 15 years indonesia’s presidential race takes shape, in shadow of hard-line islam in a town of 11 people, mysterious disappearance turns neighbor against neighbor after ghazni attack, taliban still in afghanistan city for italy’s abused women, a legal labyrinth compounds the wounds a quebec comedian is happy to offend in any language beating up on canada again: the canada letter"
223,2018-08-12,"in thailand, ‘obesity in our monks is a ticking time bomb’ a gas pipeline to italy? five star backers sense a betrayal russia and 4 other nations settle decades-long dispute over caspian sea taliban kill more than 200 afghan defenders on 4 fronts: ‘a catastrophe’ manchester shooting that injured at least 10 is investigated as attempted murder amid kremlin victories, putin fails to persuade west on russian sanctions funerals in iran follow strict script, with final ride in a mercedes the iraqi spy who infiltrated isis"
224,2018-08-13,"why the taliban’s assault on ghazni matters ouster of zuma loyalist bolsters south africa’s corruption fight iran’s top leader faults rouhani for crisis, saying he crossed ‘red lines’ erdogan faces a challenge he can’t easily bully: turkey’s economy another surprise meeting with putin. this time, it’s merkel. u.s. set to return philippine bells that once tolled to mark a massacre as taliban fight for ghazni city in afghanistan, nearby districts fall ‘no such thing’: china denies u.n. reports of uighur detention camps pier collapse at spain’s vigo music festival injures more than 300 mount fuji’s got mail. a bone-rattling bulldozer ride brings it down."
225,2018-08-14,"turks scramble as lira falls and prices soar turkey’s crisis exposes the perils of strongman rule seven of the deadliest infrastructure failures throughout history parents of austin tice, journalist seized in syria, are confident he’s alive israeli airport detention of prominent u.s. jewish journalist prompts uproar the afghan army’s last stand at chinese camp iraqi leader offers to help family of spy who infiltrated isis indigenous australians use tech to expose police abuse after children die in pit toilets, south africa vows to fix school sanitation genoa bridge collapse: video shows moment road fell"
226,2018-08-15,"‘we are tired of crying for the dead’: a stunned genoa mourns 44 small graves stir questions about u.s. policy in yemen after taliban siege of ghazni, afghans tell of fear and deprivation protesters in russia accuse government of entrapping young critics e.u. sees real brexit talks at last — and real dangers for 9 hours, cubans got internet in an unusual place: everywhere palestinian mail reaches the west bank, 8 years late genoa bridge collapse: rescuers use drones to survey damage fox business took a shot at denmark. denmark fired back. trump administration sanctions companies helping north korea"
227,2018-08-16,"cut in two, genoa finds its political paralysis now eclipsed by shock dream of a better life in afghanistan ends in a hilltop grave for students ‘dr. bumbum,’ brazilian plastic surgeon, is charged in patient’s death venezuela cuts to fight inflation (zeroes from its currency, that is) gay afghan teenager denied asylum in austria because he didn’t fit stereotype, rights group says how dangerous are italy’s bridges? even after genoa, no one knows in italy bridge collapse, both design and upkeep are under suspicion muslim job applicant who refused handshake wins discrimination case in sweden melting ice uncovers 1946 wreckage of u.s. plane in swiss glacier how to spruce up for asian games? cover a polluted river"
228,2018-08-17,"hairy mountain beasts and franglais humor: the canada letter empowering teenage girls in a traditional village and across morocco ‘i would have died there’: floods in kerala, india, kill hundreds imran khan, elected as prime minister, offers little conciliation to foes erdogan to turkey: the west is waging ‘economic war’ king of spain leads ceremony to remember barcelona attack victims china fires 10 officials over bad vaccines as anger mounts kerala flooding: hundreds killed in indian state’s worst rains since 1920s as austerity helps bankrupt an english county, even conservatives mutiny north korea presses demand for end of war amid talk of pompeo visit"
229,2018-08-18,"as fighting escalates, u.n. urges protection for aid workers in afghanistan who is winning the war in afghanistan? depends on which one the bride was a dream in a dirndl, but putin stole the show ‘a wound to the heart of genoa’: italy buries victims of bridge collapse imran khan takes oath in pakistan, a nation divided and in debt quebec’s ‘trash radio’ host fires up outrage, and big ratings catalan gypsies, unique and embattled, resist as homes are reduced to rubble merkel and putin sound pragmatic notes after years of tension murder mystery in ancient monastery reverberates in coptic church"
230,2018-08-19,"israel’s latest culture war plays out under the wedding canopy residents of brazil border town attack camps for venezuelan migrants emaciated by cancer and mistaken as a drug addict, filipino dies in detention taiwan president stops in u.s. as relations warm, angering china ‘all of africa is here’: where europe’s southern border is just a fence pregnant minister cycles to hospital to give birth as taliban start charm offensive, afghan president calls for cease-fire throngs enticed by ‘game of thrones’ threaten a magical city"
231,2018-08-20,"u.s. criticism of ‘suspected’ nuclear sites may derail talks, north korean media warns measles in europe, recently at record low, jumps to highest level since ’90s ‘we cannot afford this’: malaysia pushes back against china’s vision turkey drops travel ban for german journalist pentagon says an american is killed in a helicopter crash in iraq police are attacked in chechnya; isis claims responsibility britain takes over a private prison steeped in filth and violence korean families, separated for 6 decades, are briefly reunited after 60 years, a bank robber returns to the crime scene. this time, just for a drink. ‘we abandoned them’: pope francis condemns sex abuse and cover-up"
232,2018-08-21,"pope to meet victims of sexual abuse during ireland visit venezuela’s new currency sows confusion and shutters stores strong earthquake strikes in northeastern venezuela asia argento scandal makes for open season on #metoo in italy after italy collapse, europe asks: how safe are our bridges? kerala floods: rescuers use helicopters and even their own backs for these australian prisoners, a 14-month wait without being sentenced pushing further into africa, russia signs a new military accord can a woman head a household in dubai? our reporter ventures to find out ex-nazi guard in u.s., now 95, is deported to germany"
233,2018-08-22,"prosecutors in ukraine investigate ex-manafort associates taliban say they will attend afghan peace talks in russia isis leader baghdadi resurfaces in recording italy hunts tourists who skinny-dipped at tomb of unknown soldier saudi arabia seeks the death penalty for female activist chinese state tv mocks trump in sarcastic video singapore says ‘crazy rich asians’ author skipped military service take a look at these unusual strategies for fighting dementia jailed for a year, cambodian opposition leader is denied bail south korea pushes ahead with diplomatic office in north korea"
234,2018-08-23,"former argentine president’s homes searched in corruption inquiry british airways and air france to suspend iran service after worst kerala floods in a century, india rejects foreign aid what is being lost in our era of discontent? army recommends silver star for captain criticized in deadly niger ambush special envoys were once disdained under trump. now they’re popping up all over. briton arrested in iran in 2016 is given 3-day furlough to see family from obama to fox news: the term ‘polish death camps’ persists, and poland objects argentine police officer promoted after breast-feeding neglected baby u.k. outlines plan to avert chaos of a no-deal ‘brexit’"
235,2018-08-24,
236,2018-08-25,
237,2018-08-26,"in brazil, ‘queer museum’ is censored, debated, then celebrated pope francis asks forgiveness for abuses in ireland pope francis long knew of cardinal’s abuse and must resign, archbishop says in world’s ‘happiest’ countries, signs of a happiness gap australia’s new prime minister, scott morrison, appoints a cabinet police in turkey break up mothers’ weekly vigil pope francis in ireland: call for resignation further clouds visit residents: 12. average age: 75. biggest challenge: avoiding extinction. in anarchic corner of copenhagen, police and dealers play cat and mouse"
238,2018-08-27,"north korean state media denounce u.s. as diplomacy stalls pope francis, the accusations and the back story aleksei navalny, kremlin critic, is jailed ahead of russian pension protests 17,500 dutchmen gave their dna in a murder inquiry. after 20 years, an arrest. hong kong professor faces murder trial in ‘yoga ball killing’ pope on cover-up allegations: ‘i will not say one word on this’ u.s. commander urges more transparency in yemen strike on school bus airstrike near tajikistan border kills taliban, afghans say ally of south korean leader conspired to rig online opinion, inquiry finds myanmar generals should face genocide charges over rohingya, u.n. says"
239,2018-08-28,"anguish at u.n., but no action plan, for rohingya atrocities 300,000 troops and 900 tanks: russia’s biggest military drills since cold war nafta is suddenly in doubt, and canada reels back story with the times's sabrina tavernese back story with the times's steven lee myers back story with the times's dexter filkins nyt: world view for 8/28/2009 nyt: world view for 8/21/2009 back story with the times's mark landler nyt: world view for 8/14/2009"
240,2018-08-29,"egypt’s soccer star aims for a new goal: humbling his own bosses bloomberg moves new forum for elites from china amid fallout of trade war u.n. sounds alarm on repression in nicaragua golden statue of erdogan is removed in german city moroccan pop star faces 3rd rape charge in france scotland to provide free sanitary products to students giuliani criticizes crackdown on corruption in romania putin softens russia pension changes, in rare bow to public pressure french and u.k. fishing boats clash in ‘scallop war’ their racing pigeons caught a bullet train. then the authorities caught up."
241,2018-08-30,
242,2018-08-31,"the u.n.’s palestinian refugee agency: what it does and why it matters trump administration’s move to cut aid to palestinian refugees is denounced iraq’s forgotten casualties: children orphaned in battle with isis ukrainian separatist leader is killed in restaurant bombing e.u. will let countries decide whether to use daylight saving theresa may dances her way through an african visit greeted as the first great millennial author, and wary of the attention in myanmar, a facebook blackout brings more anger than a genocide charge duterte jokes about rape, again. philippine women aren’t laughing. cambodian court sentences australian filmmaker to 6 years for espionage"
243,2018-09-01,"pope francis’ accuser turns up the pressure with more accusations if cardinal was under pope’s sanctions, why was he allowed at gala events? as violence soared in mexico, this town bucked the trend out of the shadows, an afghan spy chief joins presidential politics amsterdam stabbing victims identified as u.s. citizens tired of sexual assault, music festival for women stresses a ‘safe zone’ balloon of london mayor in a bikini flies near parliament for families split at border, an anguished wait for children’s return brazilian court rules that ‘lula’ cannot run for president a tumultuous week for justin trudeau: the canada letter"
244,2018-09-02,"a swastika on a church bell: a village splits on how to confront nazi past in idlib, final offensive in syrian war may come at horrific cost boston firm admits ‘massive failure’ in plan to aid south africa tax agency ‘time for this war in afghanistan to end,’ says departing u.s. commander spain took them in as migrants, but scorns them as street vendors once a cold war flashpoint, a part of taiwan embraces china’s pull after deadly raid, pentagon weighs withdrawing almost all commandos from niger trump’s rougher edge complicates trip by pompeo and mattis to india"
