,Date,News
99,2019-04-10,"pompeo is warned against sidestepping congress for conflict with iran israel voting cameras lowered arab turnout, netanyahu backers claim benny gantz led israel’s army. now he eyes a long siege of netanyahu. netanyahu’s coalition may help stave off indictment u.s. will take 1,194 days to elect its next leader. australia needs 38. here’s why. india election 2019: a simple guide to the world’s largest vote ‘it’s complete chaos’: storm frees gators in rio favela where officials won’t go in netanyahu’s win, arabs see another nail in the coffin of a palestinian state global executions fall 31 percent, driven by iran, report finds ‘you shouldn’t be here’: u.s. pushes u.n. to pull venezuela envoy’s credentials"
100,2019-04-11,"‘this is just the beginning’: voices from sudan’s protests pope francis, in plea for south sudan peace, stuns leaders by kissing their shoes palestinian boycott activist denied entry to united states russian court orders release of michael calvey, american businessman kremlin moves toward control of internet, raising censorship fears german state drops investigation into political artist, but outcry keeps growing brexit? just give us a break, u.k. lawmakers say julian assange’s seven strange years in self-imposed isolation in china, a $30,000 penalty for maligning a building’s feng shui criticism for china’s child modeling industry after video of 3-year-old being kicked"
101,2019-04-12,"as ecuador harbored assange, it was subjected to threats and leaks thugs and extremists join battle for tripoli, complicating libyan fray canada joins the world in a social media crackdown cuban doctors abducted in kenya, and officials point to the shabab venezuelan ex-spy chief arrested in spain declassified u.s. documents reveal details about argentina’s dictatorship extraditing assange promises to be a long, difficult process china enlarges its circle in europe, and tries to convince europeans it comes in peace facing uproar, brunei says stoning law is meant to ‘educate’ and ‘nurture’ the right’s new rallying cry in finland: ‘climate hysteria’"
102,2019-04-13,"libyan forces fighting for the capital disavow extremists can the holocaust be forgiven? bolsonaro says yes, drawing israelis’ ire in australia, muslims call for pressure on china over missing relatives sudan’s feared intelligence chief resigns in another victory for protesters in matteo salvini’s italy, good is bad and ‘do-gooders’ are the worst india still awaits apology from britain for massacre in amritsar 100 years ago central american farmers head to the u.s., fleeing climate change what it takes to pull off india’s gargantuan election at egypt’s tourism gems, animal abuse is an ugly flaw"
103,2019-04-14,"the finns party campaigned against climate action. it came in 2nd. bolsanaro’s popularity sinks after a rocky 100 days in brazil in one-man ‘debate,’ ukraine president makes pitch and mocks rival justin trudeau isn’t on the ballot in alberta, but he’s the talk of the province’s vote isis kidnapped her 5 years ago. the red cross thinks she may still be alive. f.b.i. bars some china scholars from visiting u.s. over spying fears nigeria’s president promises, again, to bring back kidnapped chibok students seychelles president makes underwater plea to protect world’s seas arab exiles sound off freely in istanbul even as turkey muffles its own critics u.s. navy sailor and japanese woman are found dead in okinawa"
104,2019-04-15,"despair and grief amid the smoke and flames of notre-dame how the notre-dame cathedral fire spread u.s. risks roiling oil markets in trying to tighten sanctions fire at notre-dame cathedral leads to expressions of heartbreak across the world notre-dame cathedral: facts and a brief history pictures of notre-dame before the fire: a cathedral that defined a city full video: fire at notre-dame cathedral in paris scenes of destruction from the notre-dame cathedral fire fire mauls beloved notre-dame cathedral in paris in copenhagen, reaction to an anti-muslim event turns violent"
105,2019-04-16,"israel invokes anti-boycott law to order human rights worker deported notre-dame attic was known as ‘the forest.’ and it burned like one. after years of denial, venezuela’s president allows aid to enter restoration experts saved statues before notre-dame fire what the notre-dame fire reveals about the soul of france notre-dame photos: a fire and its aftermath ‘i was completely overwhelmed’: paris confronts aftermath of notre-dame fire thwarted in istanbul election recount, erdogan’s party applies for rerun aung san suu kyi has a new target: political satire scorned british tabloids to harry and meghan: show us your baby!"
106,2019-04-17,"north korea tests new weapon in polarized venezuela, red cross grapples with aid distribution the chaplain, the cathedral fire and the race to rescue notre-dame’s relics ireland’s church homes gave children’s bodies to medical schools for dissection as rich lavish cash on notre-dame, many ask: what about the needy? cathedrals across france toll their bells in honor of notre-dame climate protests in london occupy major landmarks ousted sudanese president al-bashir moved to prison alan garcía, ex-president of peru, is dead after shooting himself during arrest millions in notre-dame donations pour in as france focuses on rebuilding"
107,2019-04-18,"jason kenney and the new alliance on canada’s right 3 mountain climbers presumed dead after avalanche in canada battle for .amazon domain pits retailer against south american nations north korea’s state-run economy falters under sanctions, testing elite loyalty france debates how to rebuild notre-dame, weighing history and modernity merkel ‘saddened’ as germany awaits answers on deadly bus crash in madeira peace conference derailed as taliban object to afghan delegation north korea’s latest weapons test: short in range but long in message dueling popes? maybe. dueling views in a divided church? definitely. u.s. scholar who advises trump says china blocked his visa application"
108,2019-04-19,"notre-dame’s safety planners underestimated the risk, with devastating results trump endorses an aspiring libyan strongman, reversing policy isis claims first attack in the democratic republic of congo ‘we believe this to be a terrorist act,’ police say in lyra mckee death south african church wall caves in, killing at least 13 to view online porn, first show your papers: u.k. will begin age checks half of england is owned by less than 1% of its population, researcher says are you a very english butler? the u.k. government needs you once he was the ‘godfather of british crime.’ now he’s just a grandfather. pop star’s illicit kiss becomes fodder for government ads in hong kong"
109,2019-04-20,"the revolutionary force behind sudan’s protest movement? doctors after notre-dame fire, ‘yellow vest’ protesters return to streets isis, after laying groundwork, gains toehold in congo barred from rallying near a scorched notre-dame, ‘yellow vest’ protesters march on in egypt referendum, only the turnout seems in doubt notre-dame: a calamity threatening to be repeated across france israel’s ultra-orthodox parties embrace technology and emerge stronger australian fights to save her grandchildren from syrian refugee camp north korea hits a man with glasses mexican town once welcomed migrants. now it blames mexico’s president for them."
110,2019-04-21,"religious minorities across asia suffer amid surge in sectarian politics what we knew, and didn’t, on the day of the bombings in sri lanka ukraine election: volodymyr zelensky, tv comedian, trounces president ecuador detains a friend of assange. critics say it’s guilt by association. for palestinian families, ‘no light at the end of the tunnel’ sri lanka blocks social media, fearing more violence sri lanka bombing maps: what we know about the attack sites for sri lanka, a long history of violence sri lanka attacks: nation on edge mourns victims police warned that sri lanka churches were targets"
111,2019-04-22,"in paraguay, fighting graft with eggs and toilet paper ‘these attacks could target catholic churches’: the warning that sri lankan officials failed to heed sri lanka was warned of possible attacks. why didn’t it stop them? two powerful earthquakes hit the philippines sri lankans mourn victims of easter sunday bombings why has australia fallen out of love with immigration? strong earthquake strikes philippines, killing 11 people u.s. moves to stop all nations from buying iranian oil, but china is defiant local group is blamed for attacks, but sri lanka suspects ‘international network’ pointing a finger at a terrorist group in the aftermath of the sri lanka blasts"
112,2019-04-23,"victims of the sri lanka terrorist attacks isis claims sri lanka attacks, and president vows shakeup netanyahu seeks to name a golan heights settlement for president trump on a day of funerals in sri lanka, religious tension builds notre-dame, ravaged by fire, faces a new threat: rain ‘mountaineers’ race to cover notre-dame before rain egypt approves new muscle for el-sisi, its strongman leader saudi arabia executes 37 in one day for terrorism photos from sri lanka: grappling with tragedy scenes from mass burials for victims of sri lanka bombings"
113,2019-04-24,"sri lanka suicide bombers included two sons of a spice tycoon in russia, political criticism is a 4-letter word (and a $470 fine) a journalist’s funeral shows northern ireland’s progress, and its regressions ukraine’s newly elected president is jewish. so is its prime minister. not all jews there are pleased. sri lanka’s muslims face an angry backlash after easter sunday attacks deadly floods displace thousands in south africa woman wakes after 27 years unconscious iran’s foreign minister proposes prisoner exchange with u.s. in kosovo, a teenage girl’s rape case stirs a #metoo fury kim jong-un gives interview to russian reporter"
114,2019-04-25,"north korea demanded $2 million before releasing comatose u.s. student macron, chastened by yellow vest protests, says ‘i can do better’ erdogan’s party is deeply divided by push to redo istanbul election 6 employees of turkish newspaper return to jail in terrorism case notre-dame fire investigators focus on short-circuit and cigarettes polio vaccinator is shot and killed in pakistan weeks after deadly storm, cyclone kenneth hits mozambique olympic athletes’ feud goes public, with claims of hotel theft and gym attack sri lanka attack signals isis’ widening reach after meeting kim jong-un, putin supports north korea on nuclear disarmament"
115,2019-04-26,
116,2019-04-27,"brazil’s judiciary, once symbol of anti-corruption drive, now faces scrutiny two super-rich families ended up on opposite sides of easter attacks for u.s. commandos in the philippines, a water pump is a new weapon against isis 400-year-old bible stolen from pittsburgh library is recovered in the netherlands belarus building site yields the bones of 1,214 holocaust victims knives were left on japanese prince’s school desk, police say running out of children, a south korea school enrolls illiterate grandmothers austerity-battered u.k. ‘retreating behind a nuclear shield’ raid on house linked to sri lanka easter bombings leaves 15 dead"
117,2019-04-28,"sri lanka attacks: hometown of accused mastermind was fertile ground for extremism ‘it’s the grannies!’ new voices rise against austria’s populists u.k. police investigate photo said to be of soccer striker emiliano sala’s body cyclone kenneth pounds mozambique, killing at least 5 trump accuses saudis of giving u.s. a bad deal. is that true? at a bombed sri lankan shrine, talk of miracles past and present spain election: divided nation holds 3rd national vote since 2015"
118,2019-04-29,"push for deal between kosovo and serbia puts national divisions on display for sri lanka’s children, the deepest scars are not physical eastern canada grapples with extreme flooding isis’ mysterious leader is not dead, new video shows u.k. police have a message for crime victims: hand over your private data spain’s election gives a lift to the left and a warning to the far right where isis ruled in syria, fear and uncertainty reign as a new emperor ls enthroned in japan, his wife won’t be allowed to watch sri lanka authorities were warned, in detail, 12 days before attack pakistan’s war on polio falters amid attacks on health workers and mistrust"
119,2019-04-30,"is the muslim brotherhood a terrorist group? venezuelan opposition leader steps up pressure, but maduro holds on emperor naruhito takes the throne, and a new era arrives in japan photos from venezuela: a protest turns violent yeti footprints found in nepal are maybe (definitely) from a bear venezuelan national guard vehicles hit demonstrators ‘overrun,’ ‘outbred,’ ‘replaced’: why ethnic majorities lash out over false fears emperor akihito announces his abdication what is happening in venezuela and why it matters things ‘stopped changing’: why conflict still flares in northern ireland"
120,2019-05-01,"gavin williamson, u.k. defense chief, is fired over huawei leak punched, throttled and driven off the road: anger rises in u.k. vote estonia ministers’ gesture raises fears of support for white supremacy naruhito, japan’s new emperor, ascends to the throne after guaidó’s failed effort to beckon military, rival protests grip venezuela venezuela crisis: what we know so far violence flares at may day rally in paris, and police arrest about 200 a broken skull, a dubious paper trail: australian justice for one aboriginal man julian assange sentenced to 50 weeks and still faces u.s. charges one image of japan’s royals tells a story of demographic crisis"
121,2019-05-02,"death toll in new zealand mosque shootings rises to 51 what makes a coup succeed? confidence, consensus and a sense of inevitability domestic workers are killed in cyprus, and authorities face a reckoning live tracking map: cyclone fani batters india what is a leak? u.k. defense secretary’s firing in huawei case is in a murky zone on a coastline with 1,200 dead dolphins, fishermen and conservationists clash maduro speaks to troops, trying to discredit guaidó’s call for mutiny a london marathon obstacle course: insults and sewage trucks julian assange appears in court for u.s. extradition hearing as chinese flock to siberia’s lake baikal, local russians growl"
122,2019-05-03,"how do you save a million people from a cyclone? ask a poor state in india the u.s. ambassador who became canada’s booster five things you need to know to understand venezuela’s crisis shrimp from 5 u.k. rivers have one thing in common: cocaine ‘we knew what was coming’: sri lanka sees isis’ hand in attacks ‘you should be in the kitchen’: at afghan assembly, women are told they don’t belong khashoggi’s fiancée seeks answers and justice: ‘it is a moral duty’ scenes of destruction as cyclone fani hits india bullets, tear gas and love: romance blooms in the midst of sudan protests king of thailand to be formally crowned in an ornate spectacle"
123,2019-05-04,"in weapons tests, north korea revives an old playbook, with a strategic twist in push for trade deal, trump administration shelves sanctions over china’s crackdown on uighurs who is funding the a.n.c.’s election campaign? south africans are in the dark. china cashes in on the cannabis boom u.k. police decline to investigate leak that led to minister’s firing thailand king, crowned with glitter and gold, vows to ‘reign with righteousness’ new north korea weapons test threatens trump’s diplomatic achievement gaza militants fire 250 rockets, and israel responds with airstrikes inside gang territory in honduras: ‘either they kill us or we kill them.’ young indians helped put modi in power. can he count on them again?"
124,2019-05-05,"israel and gaza exchange attacks in worst fighting in years taliban kill unarmed afghan police officers waiting for pay mexico declares victory over fuel thieves. but is it lasting? supporter of north macedonia name change wins presidency aeroflot plane makes fiery emergency landing in russia, killing 41 videos show russian plane on fire cyclone fani hits bangladesh, killing 5; evacuations prevent more casualties after intense fighting in gaza, israel and palestinians observe ceasefire nurse’s london marathon record is rejected because she didn’t wear a dress pope francis urges bulgaria to open its heart to refugees"
125,2019-05-06,"why do israel and gaza keep fighting? because it’s in their leaders’ interests. bulgaria offers chilly welcome as pope francis tries to mend a schism iran appears ready to reduce compliance with nuclear deal turkey orders new election for istanbul mayor, in setback for opposition sultan of brunei says there’s a moratorium on executions prince harry calls son’s birth the ‘most amazing experience’ new tensions with iran threaten nuclear deal and, white house says, u.s. troops meghan, duchess of sussex, gives birth to a boy chloroform in childbirth? yes, please, the queen said meghan, duchess of sussex, goes into labor"
126,2019-05-07,"iraq’s militias, accused of threatening u.s., pose a quandary for iraq a new assignment for the sussexes: royal envoys to africa? an airplane’s extraordinary story recalls bygone u.s.-russian amity as far right rises, a battle over security agencies grows trump supports food aid for north korea, south says visit by pope francis helps put north macedonia on the map myanmar freed two reporters from prison. it’s not a paradigm shift. reuters journalists reunited with families after release pompeo makes unscheduled trip to iraq to press u.s. concerns about iran in istanbul election do-over, erdogan’s opponents unify"
127,2019-05-08,"ally of venezuelan opposition leader is detained after failed uprising damaged in scandal, head of u.n. aids agency resigns suddenly want to see amsterdam? how about groningen instead? toxic speech floods australian campaign. here’s why some see signs of hope. missing piece of stonehenge returned from florida 60 years after removal thousands of isis children suffer in camps as countries grapple with their fate royal baby makes first public appearence harry and meghan name their son: archie harrison mountbatten-windsor philippines sets deadline for canada to take back trash nuclear deal traps e.u. between iran and u.s."
128,2019-05-09,"an $8 billion refinery? mexican president says, yes we can cars, contracts and debt: what istanbul’s mayor found in 17 days as china trade talks stall, xi faces a dilemma: fold? or double down? two suspected russian agents among 14 convicted in montenegro coup plot getting the spelling right on 46 million bank notes? it’s a big responsibilty a.n.c. leads in south africa election, as voters give party ‘one last chance’ bbc fires danny baker over racist royal baby tweet taliban open new front against aid workers while talking peace pope issues first rules for catholic church worldwide to report sex abuse a man in kazakhstan held up a blank sign to see if he’d be detained. he was."
129,2019-05-10,"canada’s jewish veterans and a broader view of war hundreds of bodies, one nurse: german serial killer leaves as many questions as victims prince charles misused influence to shield cleric, abuse inquiry reports dozens dead as migrant boat capsizes off tunisia take two bike rides and call me in the morning: cycling as doctor’s orders taliban kill at least a dozen afghan soldiers, a day after peace talks south africa’s elections: a weakened a.n.c. clings to victory two french soldiers are killed in raid that frees four hostages in burkina faso smoke, drink and eat what you want, norway’s public health minister says he crossed the atlantic in a barrel. we asked him about dodging ships and using ‘la toilette.’"
130,2019-05-11,"duterte foes face long odds in battle for philippines senate u.s.-china trade standoff may be initial skirmish in broader economic war trump said he would tame rogue nations. now they are challenging him. gunmen attack pakistan hotel used by chinese and vow further violence yemen’s houthi rebels say they’re withdrawing from vital red sea port putin shoots, scores and falls face first on hockey ice what we know about syria’s secret torture prisons inside syria’s secret torture prisons: how bashar al-assad crushed dissent with sudan’s revolution in the balance, darfur moves center stage havoc in hong kong legislature over extradition bill"
131,2019-05-12,"pakistan says separatists killed 5 in attack on luxury hotel mazlum kobani called the u.s. ‘comrades in arms’ against isis. now the u.s. is eyeing the exit. pakistan to accept $6 billion bailout from i.m.f. a mennonite town in muslim central asia holds on against the odds silver king, lucha libre wrestler, dies in ring at london match their islands are being eroded. so are their human rights, they say. trump tries to bring hungary’s orban in from the cold air pollution fears put london’s ice cream trucks at risk russia is targeting europe’s elections. so are far-right copycats. the money changer of kabul, his daughter and her kidnappers"
132,2019-05-13,"white house reviews military plans against iran, in echoes of iraq war who is viktor orban? the far-right leader who sat down with trump they resisted hitler. they were executed. at last, they lie at rest. sri lanka declares curfew after mobs target muslims sudan’s omar al-bashir charged in connection with killing of protesters ireland bars american pastor accused of hate speech prosecutor announces reopening of case against assange sweden reopens rape case against julian assange ‘this is all we can afford’: shrinking lives in the english countryside taliban target aid groups, in an ominous turn in afghanistan"
133,2019-05-14,"u.s. ambassador says israel is ‘on the side of god’ pompeo voices united states’ ‘disagreement’ with russia u.s.-russia talks expose deep fissures, despite hopes for better ties anti-semitic crime rises in germany, and far right is blamed china’s propaganda machine takes aim at u.s. over trade war pompeo hopes to discuss ‘overlapping interests’ in russia a friend to israel, and to bigots: viktor orban’s ‘double game’ on anti-semitism philippines election: duterte allies sweep senate, unofficial results indicate crossbows, 5 bodies, 2 crime scenes and a mystery in germany yemen’s houthi rebels attack saudi oil facilities, escalating tensions in gulf"
134,2019-05-15,"u.s. suspends passenger and cargo flights to venezuela enes kanter is playing, so many n.b.a. fans in turkey can’t watch bill shorten wants australia to embrace china. but at what cost? iraq, fearing another u.s. war, warns militias against provocation in north korea, worst drought in decades adds to food crisis theresa may’s last gasp: a 4th vote on her brexit deal spies, stealth and threats: how militants infiltrated a vital army base danish politician puts ad on pornhub, seeking voters ‘where they are’ greek anarchists vandalize u.s. ambassador’s home sudan talks collapse amid clashes in khartoum"
135,2019-05-16,"israel presses the case against iran, but not for war how xi’s last-minute switch on u.s.-china trade deal upended it lost your passport? for americans in austria, any mcdonald’s can help navy seal pleads guilty in case of strangled green beret theresa may vows to set a date for stepping down as u.k. prime minister the tension between america and iran, explained trump tells pentagon chief he does not want war with iran oligarch’s return raises alarm in ukraine iran crisis or ‘circus’? a weary middle east wonders thich nhat hanh, preacher of mindfulness, has come home to vietnam"
136,2019-05-17,"u.s. officials say iran has removed missile threat from some boats german parliament deems b.d.s. movement anti-semitic morrison wins in australian election, confounding pollsters what justin trudeau doesn’t regret in the snc-lavalin affair saudi oil infrastructure at risk as small attacks raise potential for big disruption dam at brazil mine could burst soon, officials warn putin intervenes to halt cathedral project after popular protests venezuela’s collapse is the worst outside of war in decades, economists say u.s. airstrike kills afghan police a battered but unbowed justin trudeau vows to stay the course in canada"
137,2019-05-18,"former argentine president kirchner seeks return to power, as vice president f.a.a. urges commercial flights to ‘exercise caution’ over persian gulf highlights from the video that brought down austria’s vice chancellor australia election results: prime minister scott morrison seizes a stunning win burkina faso racked by escalating violence guatemala’s anti-corruption fight inspired latin america. it may be shut down. colombia army’s new kill orders send chills down ranks austrian leader calls for snap election after far-right vice chancellor resigns as india’s election ends, warring parties burn a village pub work gives a royal carpet maker an unwelcome image (and it’s sticking)"
138,2019-05-19,"rocket hits green zone in baghdad as tensions flare between u.s. and iran india’s narendra modi appears headed for re-election, exit polls show lawmakers scuffle over disputed speaker’s role in afghan parliament attack on tourist bus near egyptian pyramids wounds at least 14 swiss vote to tighten gun laws to align with e.u. rules rain much on your vacation? one italian island offers hotel refunds austrian president calls for elections in september fighting ebola when mourners fight the responders want to relax? try the spa in a salt mine in belarus ‘a good career, if i satisfied him.’ ukraine fights sexual abuse, and a war."
139,2019-05-20,"palestinian business leaders reject trump’s economic overture nurse hitchhikes to help girl whose photo drew attention to hunger in venezuela austrian chancellor calls for top minister’s ouster, deepening government chaos joko wins re-election in indonesia, defeating hard-line former general where is president duterte? a weeklong absence fuels speculation and scrutiny man who climbed eiffel tower is taken into custody climber causes stir at eiffel tower ukraine’s new president dissolves parliament and calls a snap election the choice in india: ‘our trump’ or a messier democracy hours after french patient is taken off life support, a court orders it be restored"
140,2019-05-21,"syrian government documents show widespread abuses, rights center says colombia’s army changes pledge to carry out killings kacey musgraves does a shoey venezuela’s opposition leader juan guaidó may negotiate with maduro behold australia’s grossest drinking tradition: the shoey north korea envoy warns u.s. over ‘outrageous’ ship seizure austria chancellor faces prospect of no-confidence vote as coalition unravels u.s. officials work to convince divided congress of iran threat in a possible first for hong kong, activists wanted by police gain protection in germany may outlines plan for a possible second referendum on brexit"
141,2019-05-22,"saudi warplanes, most made in america, still bomb civilians in yemen britain dealt defeat at u.n. over its control of chagos islands iran stiffens its resolve as the trump administration’s pressure mounts ‘when i sleep, i dream of war’: a view inside iran as u.s. escalates rhetoric may faces calls to resign amid a fresh brexit revolt how china uses high-tech surveillance to subdue minorities u.k. austerity has inflicted ‘great misery,’ u.n. official says protests in indonesia after presidential election results siri and alexa reinforce gender bias, u.n. finds shinzo abe? that’s not his name, says japan’s foreign minister"
142,2019-05-23,"india election gives modi a 2nd term. here are 5 takeaways. millions of salmon in norway killed by algae bloom britons pause to vote in an election many did not want trump considering sending more troops to middle east to protect u.s. forces there modi celebrates with supporters in india’s city of temples, narendra modi is both hero and villain on everest, traffic isn’t just inconvenient. it can be deadly. narendra modi, india’s ‘watchman,’ captures historic election victory ‘vladimir putin’ talk show in u.k. prompts sharp intake of breath in russia botswana ends ban on elephant hunting"
143,2019-05-24,"bannon’s populists, once a ‘movement,’ keep him at arm’s length canada eyes a new course on the boeing 737 max colombia will review military orders amid human rights fears budget cuts may undercut the u.n.’s human rights committees theresa may’s resignation throws a fractured britain into further turmoil fire kills at least 18 in surat, india, as students jump from building explosive device in french city of lyon injures at least 13 modi has a huge mandate in india. now what will he do? a changing sumo will welcome a slipper-clad trump into the ring violent protests erupt in kashmir after indian forces kill militant"
144,2019-05-25,"pope francis says abortion, even of a sick fetus, is like hiring a ‘hitman’ campaign aims to keep judge’s copy of ‘lady chatterley’s lover’ in u.k. youth’s video takes aim at merkel’s party in run-up to european elections british climber dies on everest as traffic jam’s toll rises to 10 iran slams u.s. after middle east troop buildup is announced in kabul’s liberating cafes, ‘women make the culture here, not men’ in parliament elections, populists seek to break the e.u. from within ‘not just a maid’: the ultra-running domestic workers of hong kong in contest to succeed theresa may, stars are aligning for boris johnson in russia’s provinces, the doctor is in (the streets)"
145,2019-05-26,"european election results show growing split over union’s future ‘it was like a zoo’: death on an unruly, overcrowded everest clash between protesters and soldiers turns deadly in pakistan ‘they came to kill.’ almost 5 die daily at hands of rio police. amid rising anti-semitism, german official advises jews against wearing skullcaps in public trump’s ringside evening in the sumo arena ex-official levels new corruption accusations at afghan government ireland votes overwhelmingly to ease divorce restrictions peter o’neill resigns as prime minister of papua new guinea militants attack soldiers in southern philippines, leaving 2 children dead"
146,2019-05-27,"election puts europe on the front line of the battle with populism european vote reveals an ever more divided france millennials ‘make farming sexy’ in africa, where tilling the soil once meant shame israel’s netanyahu struggles to form a government, as time runs short white panda is spotted in china for the first time romania’s most powerful man is sent to prison for corruption with trump’s visit to japan, empress masako finds a spotlight sebastian kurz, austrian leader, is ousted in no-confidence vote european parliament elections: 5 biggest takeaways trump and abe’s ‘unshakable bond’ shows some cracks in tokyo"
147,2019-05-28,"mexico charges former oil official with bribery in anticorruption drive more than patriotism on their sleeves: military patches sport trump likeness pope francis denies he knew of abuse by mccarrick sure, the populists gained, but the real winners may be for europe germany’s political establishment looks fragile after e.u. vote ‘time is up’: pakistan’s army targets protest movement, stifling dissent afghan forces hit with wave of attacks on eve of taliban talks 30 years after tiananmen, a chinese military insider warns: never forget stabbing of 17 children shocks japan, where parents trust streets are safe after death on airliner, autopsy’s grim discovery: 246 packs of cocaine"
148,2019-05-29,"punching iran over its foreign policy could lead to a faster path to war ‘it’s been a carnage’: scenes from mount everest south africa’s president reappoints deputy accused of graft boat sinks in danube, killing at least 7 on tour of budapest these are the victims of a deadly climbing season on mount everest turkey frees american nasa scientist imprisoned for 2 years french rock star’s instagram defeats his widow in inheritance battle france hands isis suspects to iraq, which sentences them to hang gaining strength in spain, sánchez emerges as beacon for socialism in europe after coalition talks crumble, israel on course for another election"
149,2019-05-30,"in harvard speech, merkel rebukes trump’s worldview in all but name huge wave of syrians flee intensified bombing on last rebel-held province photos of the tiananmen square protests through the lens of a student witness italy’s fading five star movement puts its leader on the block lyon bomb suspect told police he pledged allegiance to isis venezuelan government and opposition end talks with no deal queen victoria, smiling and in sunglasses, is found anew on film britain is targeting ‘dirty money’ with unexplained wealth orders what you need to know about israel’s new elections hindu veterinarian is latest to face blasphemy charges in pakistan"
150,2019-05-31,"secretive bilderberg meeting draws pompeo and kushner a basketball homecoming for canada abortion rights groups see northern ireland’s film industry as boycott target acting defense chief tries to cool hostilities with china as trade war heats up what confrontation? mexico seeks a compromise with trump ‘we will act prudently,’ mexico’s president says after tariff threat north korean negotiator’s downfall was sealed when trump-kim summit collapsed acting defense chief says he wouldn’t have hidden mccain ship flooded danube hampers rescuers after budapest boat accident a latter-day lawrence of arabia shakes up britain’s tories"
151,2019-06-01,"modi’s problems at home overshadow trump’s latest trade threat to india u.s. promises security aid, but no funds, to guatemala to curb migration a tale of murder, revenge and a canadian immigrant dream gone wrong philip green, u.k. fashion mogul, charged with assault in u.s. in groping case is this the end for netanyahu? pope francis seeks to mend open wounds with orthodox church in romania the doctor who stayed behind to save babies in his long-suffering homeland ‘balkan spring’ turns to summer, and hopes for change dim"
152,2019-06-02,"trump administration says it will negotiate with iran with ‘no preconditions’ pope francis apologizes to roma for mistreatment and urges european unity in china, public talk of sex is rare. could a ‘pleasure community’ change that? filling oreo with toothpaste earns youtube prankster a jail sentence cruise ship rams into tourist boat and dock in venice, injuring at least 4 algeria cancels presidential election, setting up new impasse trump state visit to u.k. faces turbulence amid brexit chaos acting defense chief sees no need to restart big military exercises with south korea afghan peace marchers take cease-fire plea directly to taliban leader of social democrats, merkel’s coalition partner, is resigning"
153,2019-06-03,"french isis supporters on death row in iraq ask for mercy italy’s prime minister delivers ultimatum to warring coalition partners all 9 of sri lanka’s muslim ministers resign, as bombing backlash intensifies mexico cracks down on migrants, after pressure from trump to act rodrigo duterte says he ‘cured’ himself from being gay trump insults london mayor as ‘loser’ as he pays tribute to the queen trump’s u.k. trip in pictures canadian inquiry calls killings of indigenous women genocide sadiq khan and trump feud before u.k. state visit ‘they were shooting directly at people’: scenes of protest in sudan"
154,2019-06-04,"sudan’s protesters reject military plan after crackdown kills dozens 100 killed in sudan and dozens of bodies are pulled from nile, opposition says 95 years ago, everest was just as deadly but much less crowded protesters fill prague square again, in new struggle for country’s soul as trump dangles post-brexit trade deal, some britons see opportunism franco’s exhumation is delayed by spanish court trump baby balloon returns during u.k. protests denmark election is fueled by anger on climate and immigration for trump, london visit is a (royal) family affair trump weighs in on brexit, trade and tariffs alongside may"
155,2019-06-05,"on trump’s ireland visit, talk of brexit and border walls an american family detained in syria is sent back to the u.s. thailand junta leader named prime minister after contentious vote european union warns italy to reduce spending and borrowing france to end disposal of $900 million in unsold goods each year ‘archaeology of d-day’ aims to preserve what the soldiers left behind president trump, unloved in britain, still tries to play kingmaker xi jinping’s visit to russia accents ties in face of tensions with u.s. u.n. aid chief warns of looming ‘horror’ as somalia again faces famine kim jong-un pans mass games, and the spectacle is suspended"
156,2019-06-06,"trump honors war dead — but first a word about mueller and pelosi an australian doctor’s dream: curing america’s opioid curse trump honors d-day sacrifices, with some legacies unspoken english village seeks a doctor, using a hashtag and a video dutch teenager’s death sets off debate, and media corrections trump and macron honor d-day troops candidate seeks closer china ties, shaking up taiwan’s presidential race europe vows to spend more on defense, but u.s. still isn’t happy japan’s extreme recluses already faced stigma. now, after knifings, they’re feared. the revered crocodiles of this island nation have suddenly started killing people"
157,2019-06-07,"a d-day commemoration decades in the making mexico has two options in dealing with trump demands on migration. both could hurt. trump says he and queen elizabeth ii ‘had a great time’ five arrested in london bus attack on two lesbians russian reporter who exposed moscow graft is arrested on drug charges case against boris johnson over brexit claims dismissed in u.k. court fearing china’s rule, hong kong residents resist extradition plan video shows russian and u.s. ships almost collide nepal seeks help identifying bodies found on mount everest for china’s leading investigative reporter, enough is enough"
158,2019-06-08,"mexico sets domestic priorities aside to meet terms of u.s. trade deal bulgaria charges teenager with plotting terrorist attack philippines hits back at call for u.n. inquiry of police killings german soccer star is the groom. turkey’s president is the best man. michael gove, a contender to succeed theresa may, admits to past drug use u.s. ambassador says israel has right to annex parts of west bank"
159,2019-06-09,"sudan protesters, devastated but defiant, regroup underground after crackdown for central americans, fleeing to europe may beat trying to reach u.s. pride flags and foreign policy: u.s. diplomats see shift on gay rights saudi teenager faces death sentence for acts when he was 10 scenes from the protest in hong kong looking for free speech in russia? try youtube afghanistan moves to arrest soccer chief on sexual abuse charges japan desperately needs more day care workers. new mothers need not apply. in iraq museum, there are things ‘that are nowhere else in the world’ hong kong march: vast protest of extradition bill shows fear of eroding freedoms"
