,Date,News
73,2021-03-15,worst dust storm in a decade sweeps across china astrazeneca concerns throw europe’s vaccine rollout into deeper disarray virus variants likely evolved inside people with weak immune systems. italy imposes another lockdown american soldiers help mozambique battle an expanding isis affiliate navalny greets supporters from prison: ‘our friendly concentration camp.’ mississippi opens vaccine eligibility to everyone starting tuesday. europe says britain is violating international law over northern ireland ‘marching for justice’: thousands of australians protests sexual violence brazil needs vaccines. china is benefiting.
74,2021-03-16,"europe’s vaccine suspension may be driven as much by politics as science ‘children are off-limits’: france on course to set 15 as age of consent edward c. luck, architect of u.n. code on genocide, dies at 72 johnson pins u.k. future on u.s. ties, as european bonds loosen newly discovered dead sea scroll fragments revealed indiana and ohio are expanding their pools of vaccine-eligible residents. anger churns over police tactics at sarah everard vigil in london trial of woman who killed her husband highlights domestic abuse in turkey visiting japan, top u.s. envoys set combative tone for china talks world health organization supports astrazeneca vaccine"
75,2021-03-17,"trust in astrazeneca vaccine is shaken in europe john magufuli, tanzania leader who played down covid, dies at 61 indoor fitness classes in n.y.c. can restart on monday, the governor says. israel has its 4th national election in 2 years. here’s why. as 4th election looms, some ask: is israel’s democracy broken? dutch prime minister in line for 4th term following victory for ‘center-right’ endangered gazelles make a comeback on the edge of a war zone hong kong quarantines a few to spare the many. the few aren’t happy. europe’s plan to save summer: a travel certificate losing a loved one to covid has drawn some into politics."
76,2021-03-18,"france announces monthlong regional lockdowns tabloid hired gun tells of shady hunt for meghan markle scoops e.u. drug regulator says astrazeneca vaccine is safe new york will expand the opening of sports and arts venues for baseball season, the governor says. delay of shots from india slows britain’s speedy vaccination drive at least 9 dead in afghan helicopter crash, after clashes with local militia europe’s drug regulator says astrazeneca vaccine is safe cologne catholic church failed in handling sex abuse claims, report finds u.s. to send millions of vaccine doses to mexico and canada russia erupts in fury over biden’s calling putin a killer"
77,2021-03-19,"images of confusion, then anguish: migrant families deported by surprise the u.s. parts with some of a vaccine stockpile it currently can’t use cepillín, a clown beloved across latin america, is dead at 75 a top woman in canada’s military issues a stinging rebuke of its culture boris johnson receives a shot of astrazeneca’s vaccine, which many european countries have resumed using. a pro-europe, anti-populist youth party scored surprising gains in the dutch elections europe’s vaccine ethics call: do no harm and let more die? france resumes use of astrazeneca’s vaccine for those over 55, and the prime minister gets the shot. kyiv enters a three-week lockdown. will israel’s strong vaccination campaign give netanyahu an edge?"
78,2021-03-20,"miami beach to spring breakers: no more late-night partying. return of traffic cops to landmark piazza brings unlikely joy in rome in east asia, responses to the georgia attacks were lean on outrage earthquake rattles japan’s northeast denmark reports a death and a critical illness after 2 astrazeneca vaccinations, prompting more reviews. tokyo summer olympics bars international spectators even suicide bombings can’t keep these students from school lava flows from iceland volcano a former malaysian prime minister engulfed by a huge corruption case admits an ‘accidental mistake’ in violating a covid regulation. overseas spectators are barred from the tokyo olympics."
79,2021-03-21,"u.k. police bill protesters turn violent at bristol rally workers at u.s. meat plants, early covid hot spots, are now getting vaccinated in many states. in kabul’s streets, dogs rule the night some u.s. muslim groups try to spread the word that getting a covid shot won’t break the ramadan fast. live in one state and work in another? it can be tricky getting a vaccination. milk for floors, bread for walls: 19th-century cleaning tips for the modern era reinfections are rare, some covid ‘long haulers’ respond to vaccines: the week in coronavirus news. u.s. defense secretary makes secret visit to afghanistan after sarah everard’s killing, women’s groups want change, not more policing palestinians and israelis both vote soon. the differences are stark."
80,2021-03-22,"report denounces canadian police in handling of indigenous man’s death presidential challenger dies of covid-19 just hours after voting ends scotland’s nicola sturgeon did not break rules, inquiry says some nations could wait years for covid shots. that’s bad for everyone. saudi arabia offers cease-fire in yemen and lifting of blockade foes in afghan war see a common threat of islamic state’s return tensions with arab allies undermine a netanyahu pitch to israeli voters lebanon’s financial collapse hits where it hurts: the grocery store police find 16 people hidden in a truck in england the subway is the lifeblood of new york, but can it bounce back?"
81,2021-03-23,"in reversal, neither netanyahu nor opposition has clear path to a majority. u.n. to gather evidence of atrocities in sri lanka civil war clashes in europe spread as protesters question lockdowns and policing. putin, months after becoming eligible, has finally gotten a vaccine shot. a damning portrait of presidential corruption, but hondurans sound resigned astrazeneca’s latest stumble again clouds european vaccinations cherry blossom viewing in japan is curtailed for a second year. a voice for moderation, yair lapid hoped for a centrist coalition to oust netanyahu. israel’s groundhog day: a fourth election in two years."
82,2021-03-24,"israel’s election ended in another mess. could an arab party break the deadlock? container ship stuck in the suez canal merkel reverses prolonged easter shutdown plan, apologizing for ‘mistake’ blinken’s welcome by nato doesn’t hide differences on key issues germany’s last-minute easter shutdown gets an even more last-minute reversal. with a police raid and the threat of export curbs on vaccines, the e.u. plays tough after 4th vote in 2 years, israelis wonder: when will the political morass end? covid coverage by the u.s. national media is an outlier, a study finds. 14 arrested at protest over u.k. policing bill suez canal blocked after giant container ship gets stuck"
83,2021-03-25,"rutgers says all students must be vaccinated before coming to campus in the fall. israel’s election ends in a stalemate, final results show what to know about the suez canal and the cargo ship that was stuck there canada supreme court rules federal carbon tax is constitutional india cuts back on vaccine exports as infections surge at home as coronavirus hits vatican revenue, pope cuts pay for high-ranking clerics navalny’s health is deteriorating in prison, his lawyers say the virus swamps an island nation that had gone largely untouched. a go-it-alone president wants to reshape haiti. some are skeptical. japan begins olympic torch relay with socially distanced ceremony"
84,2021-03-26,"winnipeg’s new showcase and meeting place for inuit art and artists france has ‘overwhelming’ responsibility for rwanda genocide, report says kenya places stringent restrictions on nairobi and surrounding areas u.k. school assailed from 2 directions over muhammad cartoon eritrea agrees to withdraw troops from tigray, ethiopia says bretton sciaroni, influential american in cambodia, dies at 69 u.n.’s khashoggi investigator describes ‘brazen’ saudi threat kenya imposes sharp restrictions on nairobi and surrounding counties as a surge builds. video shows aftermath of train collision in southern egypt u.k. government, sensing an opportunity, wraps itself in the flag"
85,2021-03-27,"insurgents seize mozambique town, killing several people; fate of hundreds unknown dozens killed in one of myanmar’s deadliest days since february coup india’s case surge hits highs not seen in months as festival season begins. at least 10 killed in protests against modi’s visit to bangladesh a district judge in texas rules that austin can keep its mask mandate for now. state lawmakers take aim at the emergency powers governors have relied on in the pandemic. a third of u.s. adults have received first doses, but new york and arkansas lag in giving all adults vaccine access. images from a deadly weekend of protests in myanmar vessels accumulate as cargo ship remains lodged in suez canal serbia hails chinese companies as saviors, but locals chafe at costs"
86,2021-03-28,"as militants seize mozambique gas hub, a dash for safety turns deadly thousands attend experimental indoor concert in barcelona cases in florida, a national covid bellwether, are rising — especially among younger people. in the u.s., cases tick upward again as variants spread and states lift restrictions. inside myanmar’s army: ‘they see protesters as criminals’ at least 36 states give clergy vaccine priority, for the risks they face and the example they set. edward jenner pioneered vaccination. will his museum survive a pandemic? russia trumpets vaccine exports, while quietly importing doses syria says it will ration fuel as the economic toll of the blockage grows. his plane crashed in the amazon. then came the hard part."
87,2021-03-29,"killing of salvadoran refugee by police in mexico incites furor ship is freed after a costly lesson in the vulnerabilities of sea trade virus origins remain unclear in w.h.o.-china inquiry cautiously, u.k. begins relaxing strict lockdown rules could the pandemic spell the end of the u.k.’s high-speed rail? the moderna and pfizer-biontech vaccines are very effective in real-world conditions at preventing infections, the c.d.c. reported. container ship stuck in the suez canal is freed on the scene at the suez canal ship stuck in the suez canal is now partially refloated sarah onyango obama, ex-president’s stepgrandmother, dies at 99"
88,2021-03-30,"a wedding, an airstrike, and outrage at the french military the white house accused china of hindering a w.h.o. inquiry into the origins of the virus. brazil’s armed forces chiefs resign abruptly amid cabinet shake-up w.h.o. reports coronavirus origin theories fighting escalates in eastern ukraine, signaling the end to another cease-fire despite chile’s speedy covid-19 vaccination drive, cases soar three women working to vaccinate children are shot dead in afghanistan spacex latest test launch for mars explodes entitled to vaccines, undocumented immigrants in u.k. struggle for access w.h.o. inquiry on the pandemic’s origin: what we know"
89,2021-03-31,"as virus and economic woes ravage brazil, bolsonaro improvises and confounds more pregnant women died and stillbirths increased steeply during the pandemic, studies show. palestinian militant will challenge abbas’s party in election johnson & johnson’s vaccine is delayed by a u.s. factory mixup. navalny declares a hunger strike in russian prison over medical care upbeat official report on race in britain draws a swift backlash italy expels russian envoys over accusations of espionage macron returns france to lockdown as vaccinations lag she told relatives she’d been raped. they paraded her and the suspect. famine stalks yemen, as war drags on and foreign aid wanes"
90,2021-04-01,"merkel’s latest pandemic challenge: leading as a lame duck italy bans cruise liners from venice lagoon, with a catch london police officer convicted of membership in neo-nazi group japan is finding it harder to stay quiet on china’s abuse of uyghurs myanmar soldiers, aiming to silence protests, target journalists bbc correspondent leaves china, citing growing risks in the philippines, attacks on asian-americans threaten ‘family’ 150,000 painted hearts, each for a life lost to covid-19 in britain ‘they told us not to resist’: sexual violence pervades ethiopia’s war women are calling out ‘rape culture’ in u.k. schools"
91,2021-04-02,"brussels police disperse april fool’s music festival crowd ‘a really good moment’ for canada in washington the u.s. travel industry welcomes the prospective return of the vaccinated. more u.s. states move to expand vaccine eligibility to all adults. ‘the angriest octopus’ lashes at a tourist on an australian beach 5,000 flee as venezuela launches largest military campaign in decades david cameron comes under the spotlight for his business dealings after a music festival hoax, thousands flocked to a brussels park, flouting rules. russian ex-con of u.s. penal system meets and taunts imprisoned navalny fatigue outpaces progress as france enters yet another lockdown"
92,2021-04-03,"22 mummies create spectacle moving through downtown cairo jordan’s former crown prince, in video, reports his detention for 36 minutes on saturday, broadway was open. thousands protest against policing bill in britain, with clashes in london 22 mummies are moved in a glittering display in cairo new york allows in-person services this easter, but some congregations stay virtual. ‘we have gained hope again’: israel’s successful vaccine campaign makes crowds possible during holy week. jordan arrests high-profile figures, and ex-crown prince cries foul kenya, expressing concern about counterfeit vaccines, blocks private imports of doses. mourners gather at site of taiwan train crash"
93,2021-04-04,"divided kingdom: jordan shaken by split between king and ex-crown prince pope francis advocates universal vaccine access in easter message kristofer schipper, influential china scholar, dies at 86 as climbers return to everest, an already dangerous ascent becomes extra perilous pope francis’s easter message urges world leaders to ensure universal access to vaccines. maoist insurgents kill 23 indian forces in ambush, officials say u.s. looks to build on secret portions of taliban deal to reduce violence floods and mudslides in eastern indonesia leave at least 41 dead taiwan crash investigators focus on how truck fell in train’s path an outspoken student union positions itself at the vanguard of a changing france"
94,2021-04-05,"‘the most unsafe workplace’? parliament, australian women say the iran nuclear talks, explained boris johnson announces free coronavirus tests and status certificates for england off hong kong’s shores, threatened pink dolphins enjoy brief respite china tries to counter xinjiang backlash with … a musical? rift in jordan’s royal leadership is soothed, palace says defendant no. 1 or next prime minister? netanyahu divides israel 27 killed as cargo ship collides with ferry in bangladesh climbers return to mount everest, with social distancing and covid-19 insurance. the plan for post-pandemic life in england includes free testing and covid certificates."
95,2021-04-06,"israel-iran sea skirmishes escalate as mine damages iranian military ship a parade that featured ramses ii possible side effects of astrazeneca vaccine come into sharper focus shamed over sex, a generation of evangelicals confronts the past | retro report hans küng, catholic theologian critical of the church, dies at 93 report of secret dinner parties for the elite sets off outrage in france more than 1,800 prisoners are broken out of jail in nigeria ‘we are doomed’: devastation from storms fuels migration in honduras iran and u.s. agree on path back to nuclear deal n.y.c. public school students can opt back in to standardized testing this year."
96,2021-04-07,"hawaii just became the 50th state to broaden vaccine eligibility. myanmar envoy who critiqued coup is locked out of london embassy opposition wins greenland election after running against rare earths mine astrazeneca vaccine faces new setbacks in u.k. and european union reversing trump, biden restores aid to palestinians election rout signals a shift in south korea’s political scene e.u., u.k. find possible rare blood clot link to astrazeneca vaccine breaking silence, jordan’s king says royal family rift is over nemam ghafouri, doctor who aided yazidis in iraq, dies at 52 video shows presidential protocol mishap in turkey"
97,2021-04-08,"macron closes elite french school in bid to diversify public service afghan war casualty report: april 2021 with u.s. asylum system closed to many, some find sanctuary in mexico unrest continues in northern ireland in new holocaust survivor testimony, hate speech is a dangerous seed slovakia claims a bait-and-switch with the russian vaccines it ordered northern ireland sees spasm of violence as old tensions resurface sharon matola, who opened a zoo in the jungle of belize, dies at 66 pakistan’s prime minister links rape to ‘vulgarity’ and how women dress south korean man gets 34 years for running sexual exploitation chat room"
98,2021-04-09,"for prince philip, royal family plans pandemic-muted honors a bleak forecast for canada’s 600,000 energy industry workers ‘end of an era’: mourners pay respects to prince philip russian troop movements and talk of intervention cause jitters in ukraine pfizer and biontech requested the f.d.a.’s authorization to use their vaccine in 12- to 15-year-olds. video shows volcano eruption in southern caribbean remembering prince philip, husband of queen elizabeth ii vaccine passports: what are they, and who might need one? prince philip’s life in pictures complacency and missteps deepen a covid-19 crisis in india"
99,2021-04-10,"after snatching one crown, mrs. world gives up her own ‘my dear papa was a very special person,’ prince charles says new hampshire and oklahoma are the latest states to open vaccinations to outside residents. after going ‘free of l.g.b.t.,’ a polish town pays a price across the u.k., gun salutes honor prince philip sliding in the polls, erdogan kicks up a new storm over the bosporus afghan president in ‘desperate situation’ as his power is undermined a soviet ‘lord of the rings’ is unearthed, epic in its own way ‘you can’t trust anyone’: russia’s hidden covid toll is an open secret harry will attend philip’s funeral, raising hope royal rift will heal"
100,2021-04-11,"u.s. secretary of state calls for more thorough investigation of covid origins in china. more bloodshed in myanmar as crackdown on coup protests continues need new skills? how about a hug? the women’s shed welcomes you. blackout hits iran nuclear site in what appears to be israeli sabotage chinese official acknowledges low effectiveness of the country’s covid vaccines. in peru’s presidential election, the most popular choice is no one conservative ex-banker headed to victory in presidential election in ecuador ‘everything is worth freedom’: uganda’s opposition leader faces the future ‘tell us if he’s dead’: abductions and torture rattle uganda"
101,2021-04-12,"fukushima wastewater will be released into the ocean, japan says u.k. rejoices and asks: are lockdowns finally finished? graduation ceremonies will be allowed in new york this spring, with restrictions. peru election for the 5th president in 5 years goes to runoff french wine production ravaged by a devastating frost israel and u.s. discuss ‘security issues’ and iran from william and harry, loving but separate tributes to prince philip severe covid cases surge in gaza, with ramadan about to begin. the ghosts of northern ireland’s troubles are back. what’s going on? ‘this is freedom’: london reopens after months of lockdown"
102,2021-04-13,"the n.f.l. will restrict unvaccinated coaches and staff from working with players. moderna reports its vaccine remains more than 90 percent effective after six months. iran vows to increase uranium enrichment after attack on nuclear site anti-gay bias hindered toronto police as a serial killer roamed a ramadan closer to normal for 2021 worry over 2 covid vaccines deals fresh blow to europe’s inoculation push johnson & johnson delays its covid-19 vaccine rollout in europe. japan’s plan for fukushima wastewater meets a wall of mistrust in asia could the pandemic prompt a huge loss of women in the sciences? darius, ‘world’s longest rabbit,’ is missing"
103,2021-04-14,"iran’s top leader signals that nuclear talks will resume despite natanz sabotage changing strategy, e.u. bets big on pfizer to battle covid western warnings tarnish covid vaccines the world badly needs once again, south africa finds itself halting use, at least temporarily, of a covid-19 vaccine it had bet on. a man who shipped himself in a crate wants to find the men who helped the crucial questions for afghanistan denmark says it’s permanently stopping use of the astrazeneca vaccine. the israel prize is meant to unify. more often, it’s mired in controversy. in india, second wave of covid-19 prompts a new exodus somalia’s president extends term by two years, drawing condemnation"
104,2021-04-15,"eritrean troops continue to commit atrocities in tigray, u.n. says prince philip’s funeral will include a call to battle france lawmakers pass contentious bill extending police powers biden’s afghan pullout is a victory for pakistan. but at what cost? a bitter family feud dominates the race to replace merkel iran talks resume, gingerly, after attack on nuclear site blinken visits kabul, hours after biden speech on afghan withdrawal u.s. imposes stiff sanctions on russia, blaming it for major hacking operation seeking cooperation on climate, u.s. faces friction with china key chains and teddy bears in riot gear: hong kong promotes national security"
105,2021-04-16,"pregnant women in britain will be offered covid-19 vaccines. a week of discouraging, frightening and frustrating pandemic developments the global death toll from covid-19 is nearing 3 million. raúl castro to step down as head of cuba’s communist party vaccine hesitancy runs high in some african countries, in some cases leaving unused doses to expire. in italy, younger people are accused of jumping the line to get the vaccine. the contradiction that doomed america’s mission in afghanistan prince philip’s funeral marks the end of an era for u.k. royal family russia will expel 10 diplomats in retaliation for sanctions in russia, a military buildup that can’t be missed"
106,2021-04-17,"ontario, hit with a virus surge, backtracks on sweeping new police powers. in a bid to curb the virus, zimbabwe releases hundreds of prisoners. seeing the queen alone adds a painful note for many watching from home. virus cases and hospitalizations rise sharply in pennsylvania, as dozens of other states see high caseloads. highest french court rules killer of jewish woman cannot stand trial prince philip is laid to rest in a somber 50-minute ceremony post-merkel germany may be shaded green in counties that voted for trump, fewer people are getting vaccinated. a vaccine scare ripples around the world: the week in covid-19 news. as covid death toll passes 3 million, a weary world takes stock"
107,2021-04-18,"at least 11 dead in egyptian rail accident pope francis returns to st. peter’s square to deliver sunday blessing aiming at variants, france will limit and quarantine travelers from brazil, argentina, chile and south africa. marie supikova, survivor of nazi terror in czech village, dies at 88 pope francis delivers his sunday blessing to pilgrims in st. peter’s square for the first time in a month. sinn fein leader apologizes for 1979 killing of prince philip’s uncle from boardroom to bedroom: new york’s empty office buildings and hotels may be ripe for conversion. israel, a world leader in vaccinations, lifts its outdoor mask mandate. fauci says he expects a decision friday on whether the u.s. can resume using johnson & johnson’s vaccine. aleksei navalny’s health in prison is dire, his doctors say"
108,2021-04-19,"u.n. reports surge of migrant children entering mexico, destined for u.s. france enabled 1994 rwanda genocide, report says israel plans a testing program to let children go where the vaccinated can. ‘follow the party forever’: china plans a communist birthday bash greece relaxes some quarantine rules as it prepares to welcome back tourists. in effort to block variants, hong kong bans flights from three countries and empties an apartment block. u.n. panel is scathing in its criticism of a british report on race india faces new lockdowns plus oxygen and drug shortages as cases spiral, and other news from around the world. families are reunited as australia and new zealand begin their travel bubble. aleksei navalny is transferred to hospital for vitamin treatment"
109,2021-04-20,"idriss déby dies at 68; poor herder’s son became chad’s longtime autocrat j. & j. to resume e.u. vaccine rollout, with warning of rare side effect is dubai princess, unseen in public, still alive? chancellor’s race presents germans with a challenge to change quebec’s ban on public religious symbols largely upheld in a charged environment, france tackles its model of secularism ‘we know how to defend our interests’: putin’s emerging hard line pakistani journalist is shot after criticizing the military e.u. regulator argues to continue j&j vaccine with a warning label after a tragedy at sea, a wrecked ship becomes a powerful symbol in italy"
110,2021-04-21,"deadly blast hits pakistan hotel, missing china’s envoy by perhaps just minutes deadly explosion hits luxury hotel in pakistan canadian lawmaker apologizes for taking nude photo of colleague leak in covid hospital’s oxygen tank kills at least 22 in india putin warns of a russian ‘red line’ the west will regret crossing russia detains nearly 1,500 people at navalny protests mao ayuth, filmmaker who survived the khmer rouge, dies at 76 oyez! oyez! oyez! britain’s town criers put it in writing in chaos of super league fiasco, johnson seizes an opportunity to score indonesian navy submarine goes missing with 53 people on board"
111,2021-04-22,"britain apologizes for racism in world war i memorials south africa decides to resume use of johnson & johnson vaccines. highlights from day 1 of the international climate summit russia’s ties with west fray further after czech republic expels its diplomats jordan releases 16 accused in alleged plot, soothing royal rift peter warner, 90, seafarer who discovered shipwrecked boys, dies fallen british empire soldiers were overlooked because of racism, inquiry finds the u.s. war in afghanistan: how it started, and how it ended russia orders partial pullback from ukraine border region a new york road race suggests that competitive runners can start lacing up again."
112,2021-04-23,"after testing the world’s limits, putin steps back from the brink a nun and a doctor, she’s one of europe’s longstanding vaccine skeptics a pop-up vaccine site in one of canada’s most impoverished neighborhoods ‘it’s a paper tiger.’ britain’s lobby laws under fire as johnson fights ‘sleaze’ label the armenian genocide, in history and politics: what to know german actors made a pandemic-related video campaign. it didn’t go well. netanyahu pledges to reduce israel’s carbon footprint france opens terrorism inquiry after killing at police station oxygen, and time, are running out for indonesian submarine u.k. far right, lifted by trump, now turns to russia"
113,2021-04-24,"debris from sunken indonesian submarine is recovered 20 covid patients die at new delhi hospital after oxygen shortage africa’s already slow vaccine drive is threatened as supplies from a stricken india are halted. egyptology is having a big moment. but will tourists come? women are battling china’s angry trolls. the trolls are winning. terrorism fears feed the rise of france’s extreme right the arms merchant in the sights of russia’s elite assassination squad as covid-19 devastates india, deaths go undercounted debris from indonesian submarine is found, ending hopes of rescue in poland, an l.g.b.t.q. migration as homophobia deepens"
114,2021-04-25,"gunfire erupts in mogadishu as somalia’s political feud turns violent e.u. set to let vaccinated u.s. tourists visit this summer the u.s. will send vaccine materials and other supplies to india, officials say. domestic workers in gulf countries vent woes on tiktok killer of french police officer was a radicalized islamist, prosecutor says u.s. military begins final withdrawal from afghanistan cases remain high in the u.s., but vaccinations are slowing. fire at baghdad hospital packed with covid patients kills at least 82 phuket was poised for tourism comeback. a covid surge dashed those hopes. spanish police arrested a man for spreading the coronavirus to 22 people."
115,2021-04-26,"e.u. sues astrazeneca amid second covid wave, world responds to india’s distress call germany plans to make all adults eligible for vaccination starting in june. france seeks change in law after outrage over verdict in anti-semitic killing prince philip’s death adds new urgency to u.k. monarchy’s transition plans e.u. sues astrazeneca over missing vaccine doses the e.u. may soon welcome american tourists again. here’s what to know. surging virus variants push the philippines over a million total cases. fans come out in prepandemic numbers for an australian rules football match. the entangling, ever-extending labyrinth of french lockdowns"
116,2021-04-27,"rights group hits israel with explosive charge: apartheid for u.k.’s johnson, plenty of mud but will it stick? ‘this is a catastrophe.’ in india, illness is everywhere. 2 spanish journalists and an irish ranger killed in burkina faso ambush a jane austen museum wants to discuss slavery. will her fans listen? can you drink alcohol after a covid-19 vaccine? new york’s recovery depends partly on tourists, but a city plan aims to curb new hotel construction. weeks before fatal descent, indonesia submarine crew sang unwitting farewell thailand’s prime minister is fined for not wearing a mask. indonesian general is killed in rebel ambush, sparking fears of retaliation"
117,2021-04-28,german intelligence puts coronavirus deniers under surveillance france arrests leftist militants convicted of terrorism long sought by italy russian spy unit investigated for links to bulgarian explosions the embers of a long-smoldering revolution are stoked in france share your stories from india about the pandemic france proposes more surveillance to hunt for potential terrorists u.k.’s johnson on the defensive as ethical questions mount south african president appears before corruption investigators how to help india amid the covid crisis india blames a virus variant as its covid-19 crisis deepens
118,2021-04-29,"palestinian vote delayed, prolonging split for west bank and gaza mass vaccination, india’s covid-19 escape route, poses a giant challenge after a year of loss, south america suffers worst death tolls yet central asian border dispute casts shadow over u.s. afghan departure turkey braces for its strictest lockdown yet, as the virus surges and vaccinations lag. pakistan warns of new strictures as its daily covid death toll sets a record. german high court hands youth a victory in climate change fight france sets a timeline to emerge from a third lockdown, and other news from around the world. pope francis issues law to combat corruption in the vatican hong kong eases some restrictions to encourage vaccinations, and other news from around the world."
119,2021-04-30,"the t.s.a. extends its mask mandate on u.s. transportation through mid-september. a deadly hospital fire adds to the misery in india, and the u.s. imposes travel restrictions. the growing frustration over pandemic restriction cheaters over 40 dead in tajik-kyrgyz border clash as death toll rises one son’s 48-hour fight to save his parents after 500 years, an ancient bronze hand is rejoined to a finger the bureaucrat from buffalo who pushed somalia to the brink bafta suspends award for actor noel clarke amid harassment allegations stampede at religious festival in israel kills 45 people the british army’s legacy in iraq and afghanistan"
120,2021-05-01,"netflix chronicles byron bay’s ‘hot instagrammers.’ will paradise survive? india’s covid crisis has tarnished modi’s aura of political invulnerability. in indonesia, lab workers are arrested and accused of reusing nasal swabs in thousands of coronavirus tests. afghan blast on eve of u.s. pullout deadline kills at least 27 fire at indian hospital leaves at least 18 people dead nepal runs out of hospital beds as india’s outbreak spills across the border. recriminations intensify after deadly israel stampede india’s covid-19 crisis shakes modi’s image of strength ‘every time i’m calling, someone has died’: the anguish of india’s diaspora fierce foes, iran and saudi arabia secretly explore defusing tensions"
121,2021-05-02,"india vaccination drive stifled by supply shortages russian attempts to expand sputnik vaccine set off discord in europe love or spycraft: what landed an american teacher in a cuban prison? $18 million refit of colosseum will give visitors a gladiator’s view with india drowning in crisis, modi’s party loses big in a key election. in a first, researchers discover a pregnant egyptian mummy the chief medical officer at a mumbai hospital, honored for her work to fight covid, died with the disease. the virus is surging in alaska’s interior, straining a fairbanks hospital. modi’s party loses a key election, held under the cloud of covid how can the olympics protect 78,000 volunteers from the coronavirus?"
122,2021-05-03,"protests prompt colombia to abandon tax overhaul colombia backs off pandemic tax overhaul after deadly protests. deaths mount at an indian hospital after oxygen runs out in colombia, 19 are killed in pandemic-related protests denmark decides not to use johnson & johnson’s vaccine over rare blood clots. aid shipments arrive in india to combat coronavirus how hard could it be to vaccinate the whole world? this hard. netanyahu offers rival a year in office, in last-minute bid for government german authorities break up international child sex abuse site day 1 of the end of the u.s. war in afghanistan"
123,2021-05-04,"blinken and g7 allies turn their focus to ‘democratic values’ netanyahu fails to form new israeli government, prolonging deadlock years of unheeded warnings. then the subway crash mexico city had feared. people searched for missing loved ones, including children. why some hospitals lack the oxygen to keep patients alive marriage records in england and wales will now include mothers’ names israel had a plan to prevent tragedy at mount meron. it was ignored. the political fallout enveloped two top presidential contenders. new york city wants to bring more park to park avenue. subway overpass collapses in mexico"
124,2021-05-05,"colombia police respond to protests with bullets, and death toll mounts macron condemns napoleon’s restoration of slavery, 200 years later 2 americans sentenced to life in prison for murder of italian police officer blinken, on ukraine trip, will offer support on russia but also pressure on corruption india’s coronavirus crisis overwhelms health system she kept madrid open in the pandemic. voters rewarded her. global hunger, maternal deaths and stillbirths have soared during the pandemic. in video, french reporter who vanished in mali says he was kidnapped mexico city subway crash damage investigated who is yair lapid, israel’s would-be prime minister?"
125,2021-05-06,"‘sesame street’ looks to sunny days with vaccine ad campaign. milva, redheaded italian diva of many artistic hues, dies at 81 police operation in rio de janeiro leaves at least 25 dead afghan war casualty report: may 2021 baltimore vaccine plant’s troubles ripple across 3 continents somalia moves to defuse tensions at home and abroad three months after coup, myanmar returns to the ‘bad old days’ germany will allow anyone 18 and older to get the astrazeneca vaccine. russia says one dose of its sputnik v vaccine protects well enough to skip the second dose. from fish to warships: how a small britain-france dispute flared"
126,2021-05-07,"ontario’s premier wants a tighter border. a u.s. senator eyes reopening it. japan extends coronavirus emergency measures geoff crowther, 77, dies; guided travelers looking to get lost liechtenstein royal is accused in bear killing in romania boris johnson celebrates conservative party victory former maldives president injured in bombing w.h.o. approves china’s sinopharm covid-19 vaccine blinken jousts with china and russia in u.n. meeting germany is seeing virus cases go down and vaccinations go up u.k. says under-40s should be offered alternative to astrazeneca vaccine"
127,2021-05-08,"of brexit and boris: what’s driving the call for scottish independence cases plunge in puerto rico, prompting a gradual rollback of restrictions. scotland election results complicate hopes for independence referendum these neanderthals weren’t cannibals, so who ate them? stone age hyenas. cleric lifts iraq’s faltering vaccination effort, but perilous summer awaits bombing outside afghan school kills at least 90, with girls as targets melting glaciers have exposed frozen relics of world war i where ukrainians are preparing for all-out war with russia at india’s funeral pyres, covid sunders the rites of grief india and its vaccine maker stumble over their pandemic promises"
128,2021-05-09,"‘why do we deserve to die?’ kabul’s hazaras bury their daughters. fauci says indoor mask guidance should ‘start being more liberal.’ turkey’s second major wave has begun to recede, though its lockdown is far from tight. bombing targeting girls at afghan high school kills 50 people israeli court delays expulsion of palestinian families in east jerusalem u.s. and iran want to restore the nuclear deal. they disagree deeply on what that means. ukraine’s burial mounds offer meaning in a heap of history a potentially fatal fungal infection is cropping up among india’s covid patients. cirque du soleil’s return could be its most challenging feat yet vaccinations are rising in the european union after a long, slow start."
129,2021-05-10,"why jerusalem’s aqsa mosque is an arab-israeli fuse virus variant in india may be more transmissible, says w.h.o. german catholic priests defy rome to offer blessings to gay couples u.k.’s labour party reels after panicked response to election loss england eases more coronavirus restrictions south african filmmakers move beyond apartheid stories hundreds of palestinians hurt after israeli police enter aqsa mosque iraq’s f-16s grounded after u.s. contractor pulls maintenance crews a coronavirus variant first found in india is now officially a ‘variant of concern,’ the w.h.o. said. china targets muslim women in push to suppress births in xinjiang"
130,2021-05-11,"these three feminists are changing argentina from the inside covid desperation is spreading across india israel airstrikes leave widespread damage in gaza queen elizabeth opens her 67th parliament ‘selling the family jewels’: a james joyce landmark is set to become a hostel chandro tomar, who shot her way through a glass ceiling, dies a glass bridge. gale-force winds. a moment of terror high in the air. in a firm voice, queen opens u.k. parliament more than 30 dead in gaza and israel as fighting quickly escalates key takeaways from china’s census results"
